Date,Close
2020-11-05,60.75
2020-11-06,61.0
2020-11-09,61.75
2020-11-10,61.5
2020-11-11,62.15
2020-11-12,62.35
2020-11-13,62.5
2020-11-16,64.5
2020-11-17,63.7
2020-11-18,64.5
2020-11-19,64.2
2020-11-20,64.0
2020-11-23,64.8
2020-11-24,64.55
2020-11-25,63.95
2020-11-26,64.45
2020-11-27,64.45
2020-11-30,63.65
2020-12-01,64.15
2020-12-02,64.8
2020-12-03,64.8
2020-12-04,65.7
2020-12-07,66.45
2020-12-08,67.3
2020-12-09,67.3
2020-12-10,66.65
2020-12-11,66.7
2020-12-14,66.5
2020-12-15,65.75
2020-12-16,66.65
2020-12-17,66.55
2020-12-18,66.35
2020-12-21,67.05
2020-12-22,66.2
2020-12-23,66.4
2020-12-24,66.65
2020-12-25,66.8
2020-12-28,67.45
2020-12-29,67.4
2020-12-30,68.3
2020-12-31,68.75
2021-01-04,70.0
2021-01-05,70.25
2021-01-06,70.8
2021-01-07,72.4
2021-01-08,74.1
2021-01-11,74.35
2021-01-12,74.45
2021-01-13,76.0
2021-01-14,75.3
2021-01-15,75.55
2021-01-18,75.65
2021-01-19,77.5
2021-01-20,77.85
2021-01-21,80.2
2021-01-22,79.2
2021-01-25,78.3
2021-01-26,76.55
2021-01-27,76.5
2021-01-28,74.9
2021-01-29,73.55
2021-02-01,75.2
2021-02-02,77.35
2021-02-03,77.4
2021-02-04,76.85
2021-02-05,77.6
2021-02-17,80.8
2021-02-18,80.7
2021-02-19,79.95
2021-02-22,79.9
2021-02-23,79.6
2021-02-24,78.3
2021-02-25,79.1
2021-02-26,77.45
2021-03-02,76.75
2021-03-03,78.0
2021-03-04,76.4
2021-03-05,75.7
2021-03-08,75.65
2021-03-09,75.5
2021-03-10,75.75
2021-03-11,77.3
2021-03-12,77.6
2021-03-15,77.5
2021-03-16,77.9
2021-03-17,77.2
2021-03-18,77.45
2021-03-19,76.35
2021-03-22,76.75
2021-03-23,76.7
2021-03-24,75.6
2021-03-25,75.85
2021-03-26,77.2
2021-03-29,77.7
2021-03-30,77.95
2021-03-31,77.35
2021-04-01,77.9
2021-04-06,79.0
2021-04-07,79.1
2021-04-08,79.4
2021-04-09,79.15
2021-04-12,78.8
2021-04-13,78.8
2021-04-14,79.2
2021-04-15,80.0
2021-04-16,80.0
2021-04-19,80.0
2021-04-20,80.15
2021-04-21,79.3
2021-04-22,79.05
2021-04-23,79.8
2021-04-26,81.0
2021-04-27,80.9
2021-04-28,80.55
2021-04-29,80.75
2021-05-03,79.35
2021-05-04,78.8
2021-05-05,78.05
2021-05-06,78.8
2021-05-07,80.1
2021-05-10,79.45
2021-05-11,77.1
2021-05-12,75.8
2021-05-13,73.1
2021-05-14,74.1
2021-05-17,72.55
2021-05-18,75.95
2021-05-19,75.4
2021-05-20,75.2
2021-05-21,76.05
2021-05-24,76.05
2021-05-25,77.5
2021-05-26,77.55
2021-05-27,77.0
2021-05-28,78.05
2021-05-31,78.9
2021-06-01,79.1
2021-06-02,78.85
2021-06-03,79.1
2021-06-04,78.6
2021-06-07,78.75
2021-06-08,78.35
2021-06-09,77.75
2021-06-10,79.1
2021-06-11,79.4
2021-06-15,79.8
2021-06-16,79.7
2021-06-17,79.6
2021-06-18,79.2
2021-06-21,77.5
2021-06-22,77.35
2021-06-23,78.8
2021-06-24,78.65
2021-06-25,78.9
2021-06-28,79.2
2021-06-29,79.3
2021-06-30,79.9
2021-07-01,79.6
2021-07-02,79.5
2021-07-05,80.3
2021-07-06,80.4
2021-07-07,80.0
2021-07-08,79.85
2021-07-09,78.95
2021-07-12,79.85
2021-07-13,80.35
2021-07-14,80.65
2021-07-15,81.25
2021-07-16,80.15
2021-07-19,79.5
2021-07-20,78.75
2021-07-21,78.65
2021-07-22,79.15
2021-07-23,79.05
2021-07-26,78.5
2021-07-27,78.35
2021-07-28,78.6
2021-07-29,78.7
2021-07-30,78.3
2021-08-02,79.5
2021-08-03,79.6
2021-08-04,80.0
2021-08-05,79.95
2021-08-06,79.8
2021-08-09,79.65
2021-08-10,79.1
2021-08-11,79.0
2021-08-12,78.75
2021-08-13,78.1
2021-08-16,77.8
2021-08-17,77.2
2021-08-18,77.7
2021-08-19,75.95
2021-08-20,75.2
2021-08-23,77.05
2021-08-24,77.4
2021-08-25,78.35
2021-08-26,78.75
2021-08-27,79.5
2021-08-30,80.15
2021-08-31,80.8
2021-09-01,80.9
2021-09-02,80.2
2021-09-03,81.2
2021-09-06,81.6
2021-09-07,81.25
2021-09-08,80.65
2021-09-09,80.6
2021-09-10,81.4
2021-09-13,81.05
2021-09-14,81.2
2021-09-15,80.6
2021-09-16,80.5
2021-09-17,80.55
2021-09-22,78.8
2021-09-23,79.4
2021-09-24,80.2
2021-09-27,80.4
2021-09-28,79.9
2021-09-29,78.6
2021-09-30,78.55
2021-10-01,77.45
2021-10-04,76.7
2021-10-05,76.4
2021-10-06,76.35
2021-10-07,77.75
2021-10-08,77.25
2021-10-12,76.5
2021-10-13,76.15
2021-10-14,76.3
2021-10-15,78.35
2021-10-18,78.05
2021-10-19,78.65
2021-10-20,78.55
2021-10-21,78.35
2021-10-22,78.45
2021-10-25,78.3
2021-10-26,79.0
2021-10-27,79.0
2021-10-28,78.8
2021-10-29,78.15
2021-11-01,78.45
2021-11-02,78.4
2021-11-03,78.65
2021-11-04,78.4
2021-11-05,79.4
2021-11-08,80.05
2021-11-09,80.75
2021-11-10,80.5
2021-11-11,79.85
2021-11-12,80.2
2021-11-15,80.9
2021-11-16,79.55
2021-11-17,79.7
2021-11-18,80.2
2021-11-19,80.45
2021-11-22,80.3
2021-11-23,79.65
2021-11-24,79.25
2021-11-25,79.25
2021-11-26,78.1
2021-11-29,77.8
2021-11-30,77.9
2021-12-01,79.0
2021-12-02,79.9
2021-12-03,79.85
2021-12-06,79.75
2021-12-07,79.95
2021-12-08,80.2
2021-12-09,80.25
2021-12-10,80.0
2021-12-13,79.7
2021-12-14,79.0
2021-12-15,79.0
2021-12-16,79.95
2021-12-17,79.95
2021-12-20,79.25
2021-12-21,79.85
2021-12-22,79.95
2021-12-23,80.4
2021-12-24,80.45
2021-12-27,81.05
2021-12-28,81.7
2021-12-29,82.0
2021-12-30,81.85
2022-01-03,82.35
2022-01-04,84.1
2022-01-05,84.5
2022-01-06,83.45
2022-01-07,82.7
2022-01-10,82.9
2022-01-11,83.3
2022-01-12,84.2
2022-01-13,84.6
2022-01-14,84.6
2022-01-17,85.45
2022-01-18,84.45
2022-01-19,83.45
2022-01-20,83.75
2022-01-21,82.0
2022-01-24,82.9
2022-01-25,81.65
2022-01-26,81.4
2022-02-07,81.95
2022-02-08,82.2
2022-02-09,82.55
2022-02-10,83.6
2022-02-11,83.45
2022-02-14,82.3
2022-02-15,82.0
2022-02-16,83.3
2022-02-17,83.25
2022-02-18,82.95
2022-02-21,82.8
2022-02-22,81.75
2022-02-23,81.85
2022-02-24,79.9
2022-02-25,79.85
2022-03-01,80.8
2022-03-02,80.45
2022-03-03,80.55
2022-03-04,79.7
2022-03-07,78.45
2022-03-08,75.9
2022-03-09,76.3
2022-03-10,78.5
2022-03-11,77.55
2022-03-14,77.3
2022-03-15,75.85
2022-03-16,76.1
2022-03-17,78.6
2022-03-18,78.3
2022-03-21,78.8
2022-03-22,78.7
2022-03-23,79.55
2022-03-24,79.45
2022-03-25,79.65
2022-03-28,78.75
2022-03-29,78.85
2022-03-30,79.75
2022-03-31,79.6
2022-04-01,78.95
2022-04-06,78.55
2022-04-07,77.3
2022-04-08,77.35
2022-04-11,76.35
2022-04-12,76.3
2022-04-13,77.7
2022-04-14,77.5
2022-04-15,76.15
2022-04-18,75.65
2022-04-19,76.0
2022-04-20,76.35
2022-04-21,76.35
2022-04-22,75.95
2022-04-25,74.45
2022-04-26,74.4
2022-04-27,72.8
2022-04-28,73.25
2022-04-29,74.25
2022-05-03,73.5
2022-05-04,73.65
2022-05-05,74.4
2022-05-06,73.0
2022-05-09,71.7
2022-05-10,71.5
2022-05-11,71.5
2022-05-12,69.8
2022-05-13,70.5
2022-05-16,70.8
2022-05-17,71.55
2022-05-18,72.35
2022-05-19,71.1
2022-05-20,71.85
2022-05-23,72.0
2022-05-24,71.1
2022-05-25,71.6
2022-05-26,70.75
2022-05-27,72.3
2022-05-30,73.95
2022-05-31,74.5
2022-06-01,74.4
2022-06-02,73.7
2022-06-06,74.2
2022-06-07,73.35
2022-06-08,74.2
2022-06-09,73.95
2022-06-10,73.35
2022-06-13,71.35
2022-06-14,71.25
2022-06-15,70.8
2022-06-16,70.6
2022-06-17,69.8
2022-06-20,69.0
2022-06-21,70.25
2022-06-22,68.8
2022-06-23,67.8
2022-06-24,68.0
2022-06-27,69.5
2022-06-28,69.0
2022-06-29,68.3
2022-06-30,66.75
2022-07-01,64.45
2022-07-04,63.65
2022-07-05,64.15
2022-07-06,63.1
2022-07-07,64.85
2022-07-08,65.55
2022-07-11,65.05
2022-07-12,63.5
2022-07-13,65.6
2022-07-14,65.8
2022-07-15,66.8
2022-07-18,65.75
2022-07-19,65.8
2022-07-20,66.0
2022-07-21,66.95
2022-07-22,67.25
2022-07-25,67.2
2022-07-26,66.55
2022-07-27,67.1
2022-07-28,67.3
2022-07-29,67.9
2022-08-01,67.7
2022-08-02,66.6
2022-08-03,66.9
2022-08-04,67.1
2022-08-05,68.75
2022-08-08,68.6
2022-08-09,68.45
2022-08-10,67.8
2022-08-11,69.05
2022-08-12,69.55
2022-08-15,70.2
2022-08-16,70.25
2022-08-17,70.4
2022-08-18,69.8
2022-08-19,69.95
2022-08-22,68.95
2022-08-23,68.1
2022-08-24,67.9
2022-08-25,68.5
2022-08-26,68.85
2022-08-29,67.25
2022-08-30,67.25
2022-08-31,67.7
2022-09-01,66.3
2022-09-02,65.7
2022-09-05,65.7
2022-09-06,66.1
2022-09-07,64.65
2022-09-08,65.0
2022-09-12,66.35
2022-09-13,66.7
2022-09-14,65.4
2022-09-15,65.5
2022-09-16,64.85
2022-09-19,64.45
2022-09-20,65.0
2022-09-21,64.5
2022-09-22,63.7
2022-09-23,63.0
2022-09-26,61.8
2022-09-27,61.7
2022-09-28,60.4
2022-09-29,60.2
2022-09-30,59.35
2022-10-03,58.7
2022-10-04,60.05
2022-10-05,61.55
2022-10-06,62.0
2022-10-07,60.95
2022-10-11,57.9
2022-10-12,57.55
2022-10-13,56.85
2022-10-14,58.45
2022-10-17,57.3
2022-10-18,58.0
2022-10-19,57.25
2022-10-20,57.1
2022-10-21,56.75
2022-10-24,56.75
2022-10-25,55.5
2022-10-26,56.15
2022-10-27,56.9
2022-10-28,56.2
2022-10-31,56.95
2022-11-01,57.25
2022-11-02,57.5
2022-11-03,56.8
2022-11-04,56.9
2022-11-07,57.85
2022-11-08,58.5
2022-11-09,60.0
2022-11-10,59.45
2022-11-11,62.55
2022-11-14,63.25
2022-11-15,65.8
2022-11-16,64.7
2022-11-17,64.7
2022-11-18,64.55
2022-11-21,64.25
2022-11-22,64.85
2022-11-23,65.3
2022-11-24,65.9
2022-11-25,65.8
2022-11-28,64.7
2022-11-29,65.1
2022-11-30,65.75
2022-12-01,66.75
2022-12-02,66.3
2022-12-05,66.25
2022-12-06,65.2
2022-12-07,64.75
2022-12-08,64.0
2022-12-09,64.95
2022-12-12,64.5
2022-12-13,64.15
2022-12-14,65.0
2022-12-15,65.05
2022-12-16,63.9
2022-12-19,63.6
2022-12-20,62.5
2022-12-21,62.65
2022-12-22,63.7
2022-12-23,62.8
2022-12-26,62.95
2022-12-27,63.1
2022-12-28,62.1
2022-12-29,61.85
2022-12-30,62.1
2023-01-03,62.6
2023-01-04,62.35
2023-01-05,62.8
2023-01-06,63.2
2023-01-09,65.25
2023-01-10,65.75
2023-01-11,65.6
2023-01-12,65.55
2023-01-13,66.3
2023-01-16,66.85
2023-01-17,66.75
2023-01-30,69.75
2023-01-31,68.6
2023-02-01,68.95
2023-02-02,69.95
2023-02-03,69.95
2023-02-06,69.0
2023-02-07,68.85
2023-02-08,69.85
2023-02-09,69.9
2023-02-10,70.0
2023-02-13,69.85
2023-02-14,70.25
2023-02-15,68.85
2023-02-16,69.6
2023-02-17,68.7
2023-02-20,68.85
2023-02-21,68.75
2023-02-22,68.05
2023-02-23,69.05
2023-02-24,68.7
2023-03-01,69.05
2023-03-02,68.85
2023-03-03,69.0
2023-03-06,69.75
2023-03-07,70.1
2023-03-08,69.65
2023-03-09,69.55
2023-03-10,68.55
2023-03-13,68.75
2023-03-14,68.0
2023-03-15,68.0
2023-03-16,67.65
2023-03-17,68.55
2023-03-20,68.2
2023-03-21,68.5
2023-03-22,69.8
2023-03-23,70.25
2023-03-24,70.65
2023-03-27,70.2
2023-03-28,69.6
2023-03-29,69.8
2023-03-30,70.05
2023-03-31,70.25
2023-04-06,70.05
2023-04-07,69.95
2023-04-10,70.05
2023-04-11,69.95
2023-04-12,69.8
2023-04-13,69.2
2023-04-14,69.85
2023-04-17,69.75
2023-04-18,69.5
2023-04-19,69.0
2023-04-20,68.9
2023-04-21,68.7
2023-04-24,68.45
2023-04-25,67.6
2023-04-26,67.05
2023-04-27,67.2
2023-04-28,67.95
2023-05-02,68.05
2023-05-03,67.85
2023-05-04,67.95
2023-05-05,68.2
2023-05-08,68.6
2023-05-09,68.8
2023-05-10,68.3
2023-05-11,68.0
2023-05-12,67.8
2023-05-15,67.8
2023-05-16,68.6
2023-05-17,69.65
2023-05-18,70.55
2023-05-19,70.7
2023-05-22,70.65
2023-05-23,70.65
2023-05-24,70.3
2023-05-25,71.05
2023-05-26,72.7
2023-05-29,73.05
2023-05-30,73.2
2023-05-31,72.8
2023-06-01,72.2
2023-06-02,73.1
2023-06-05,72.9
2023-06-06,73.15
2023-06-07,73.95
2023-06-08,73.25
2023-06-09,73.9
2023-06-12,74.45
2023-06-13,76.0
2023-06-14,75.85
2023-06-15,76.15
2023-06-16,75.9
2023-06-19,75.85
2023-06-20,75.4
2023-06-21,75.45
2023-06-26,75.0
2023-06-27,74.75
2023-06-28,74.65
2023-06-29,74.65
2023-06-30,74.75
2023-07-03,75.6
2023-07-04,75.9
2023-07-05,75.6
2023-07-06,74.25
2023-07-07,74.0
2023-07-10,73.8
2023-07-11,74.85
2023-07-12,74.95
2023-07-13,75.75
2023-07-14,76.3
2023-07-17,76.45
2023-07-18,75.0
2023-07-19,74.7
2023-07-20,74.7
2023-07-21,73.6
2023-07-24,73.7
2023-07-25,74.5
2023-07-26,74.4
2023-07-27,74.75
2023-07-28,74.8
2023-07-31,74.5
2023-08-01,74.85
2023-08-02,74.0
2023-08-04,73.6
2023-08-07,74.1
2023-08-08,73.4
2023-08-09,73.5
2023-08-10,73.1
2023-08-11,72.95
2023-08-14,72.05
2023-08-15,72.1
2023-08-16,71.8
2023-08-17,71.9
2023-08-18,71.55
2023-08-21,71.3
2023-08-22,71.65
2023-08-23,72.2
2023-08-24,73.4
2023-08-25,72.15
2023-08-28,72.4
2023-08-29,72.75
2023-08-30,73.1
2023-08-31,72.6
2023-09-01,72.7
2023-09-04,73.2
2023-09-05,73.1
2023-09-06,72.85
2023-09-07,72.2
2023-09-08,71.9
2023-09-11,71.65
2023-09-12,72.2
2023-09-13,72.25
2023-09-14,73.25
2023-09-15,73.5
2023-09-18,72.8
2023-09-19,72.5
2023-09-20,72.05
2023-09-21,71.1
2023-09-22,70.9
2023-09-25,71.45
2023-09-26,70.6
2023-09-27,70.6
2023-09-28,70.85
2023-10-02,71.8
2023-10-03,71.45
2023-10-04,70.55
2023-10-05,71.4
2023-10-06,71.75
2023-10-11,72.85
2023-10-12,73.45
2023-10-13,73.3
2023-10-16,72.9
2023-10-17,72.9
2023-10-18,72.1
2023-10-19,72.25
2023-10-20,72.35
2023-10-23,71.55
2023-10-24,71.6
2023-10-25,71.7
2023-10-26,70.55
2023-10-27,70.65
2023-10-30,70.55
2023-10-31,70.1
2023-11-01,70.3
2023-11-02,72.0
2023-11-03,72.4
2023-11-06,73.05
2023-11-07,73.0
2023-11-08,73.35
2023-11-09,73.45
2023-11-10,73.15
2023-11-13,74.25
2023-11-14,74.5
2023-11-15,75.3
2023-11-16,74.6
2023-11-17,74.75
2023-11-20,74.65
2023-11-21,75.55
2023-11-22,75.0
2023-11-23,74.9
2023-11-24,74.85
2023-11-27,74.2
2023-11-28,74.85
2023-11-29,74.8
2023-11-30,74.95
2023-12-01,75.05
2023-12-04,74.9
2023-12-05,74.4
2023-12-06,74.6
2023-12-07,74.2
2023-12-08,74.65
2023-12-11,74.8
2023-12-12,74.95
2023-12-13,75.05
2023-12-14,75.8
2023-12-15,76.05
2023-12-18,76.1
2023-12-19,75.95
2023-12-20,76.1
2023-12-21,75.5
2023-12-22,75.65
2023-12-25,76.0
2023-12-26,76.4
2023-12-27,77.1
2023-12-28,77.2
2023-12-29,77.15
2024-01-02,76.9
2024-01-03,75.6
2024-01-04,75.55
2024-01-05,75.35
2024-01-08,75.9
2024-01-09,75.85
2024-01-10,75.55
2024-01-11,75.9
2024-01-12,75.7
2024-01-15,75.95
2024-01-16,75.2
2024-01-17,74.7
2024-01-18,75.0
2024-01-19,77.5
2024-01-22,77.9
2024-01-23,78.15
2024-01-24,78.2
2024-01-25,79.1
2024-01-26,79.1
2024-01-29,79.6
2024-01-30,79.45
2024-01-31,78.45
2024-02-01,78.45
2024-02-02,78.95
2024-02-05,79.55
2024-02-15,82.95
2024-02-16,82.5
2024-02-19,82.4
2024-02-20,82.7
2024-02-21,82.4
2024-02-22,83.35
2024-02-23,83.9
2024-02-26,84.15
2024-02-27,83.85
2024-02-29,83.95
2024-03-01,83.7
2024-03-04,85.85
2024-03-05,86.65
2024-03-06,87.15
2024-03-07,88.95
2024-03-08,90.1
2024-03-11,89.3
2024-03-12,90.2
2024-03-13,90.8
2024-03-14,90.55
2024-03-15,89.8
2024-03-18,90.3
2024-03-19,90.3
2024-03-20,89.9
2024-03-21,92.0
2024-03-22,92.05
2024-03-25,92.1
2024-03-26,92.2
2024-03-27,92.25
2024-03-28,91.8
2024-03-29,92.25
2024-04-01,91.85
2024-04-02,93.2
2024-04-03,92.8
2024-04-08,93.1
2024-04-09,95.45
2024-04-10,95.35
2024-04-11,94.95
2024-04-12,94.8
2024-04-15,93.8
2024-04-16,91.3
2024-04-17,92.35
2024-04-18,93.05
2024-04-19,88.5
2024-04-22,88.0
2024-04-23,88.75
2024-04-24,91.4
2024-04-25,89.95
2024-04-26,91.35
2024-04-29,92.75
2024-04-30,92.7
2024-05-02,91.5
2024-05-03,92.0
2024-05-06,93.3
2024-05-07,93.75
2024-05-08,94.1
2024-05-09,94.0
2024-05-10,94.75
2024-05-13,95.4
2024-05-14,96.15
2024-05-15,97.5
2024-05-16,98.1
2024-05-17,97.8
2024-05-20,97.65
